ID	D55_H041_T1_20190110	D55_H041_T1_20180201	D60_H041_T1_20180208	D6_H041_T1_20180131	D55_PMN_H041_T0_20180201	D55_PMN_H041_T0_20190110	D60_PMN_H041_T0_20180208	D60_PMN_H041_T0_20181212	D6_PMN_H041_T0_20180131	D55_PMN_H041_T1_20180201	D55_PMN_H041_T1_20190110	D60_PMN_H041_T1_20181212	D6_PMN_H041_T1_20180131
H041_1	10	40	16	20	47	25	33	38	20	6	10	22	5
H041_10	731	1871	642	1533	837	683	898	867	752	145	494	862	244
H041_100	7178	12268	6632	11370	5455	4357	6409	6444	3590	1195	2877	5256	1649
H041_1000	843	501	307	647	184	266	386	171	154	55	148	184	59
H041_1001	265	491	214	668	93	93	111	66	63	15	50	98	16
H041_1002	493	1676	1275	1294	362	401	803	364	305	82	280	563	148
H041_1003	172	539	550	369	206	211	390	154	167	30	113	159	79
H041_1004	1976	3009	1475	3983	707	852	856	480	577	192	475	588	265
H041_1005	720	564	373	573	149	166	271	209	120	44	139	168	48
H041_1006	5317	16212	7078	14723	1609	1673	3282	1463	1947	446	1552	2179	787
H041_1007	1670	4928	3108	3825	1127	1077	2902	653	856	313	895	782	520
H041_1008	6992	10027	5706	10630	2216	2317	2944	1792	1916	591	1676	2352	914
H041_1009	43220	88406	45583	96251	759	917	2077	385	1452	426	1444	974	975
H041_101	1077	1859	1271	2207	1399	706	1601	1035	557	228	483	887	370
H041_1010	5614	12196	6073	9099	1529	2247	3346	1291	1947	477	1749	1856	556
H041_1011	2927	8660	3785	5366	1811	1992	3382	2193	2289	557	1719	3160	747
H041_1012	727	1780	1212	1087	304	351	637	328	355	56	396	593	106
H041_1013	9058	16838	8983	15948	2606	2735	3640	3606	2584	682	3674	6068	1073
H041_1014	659	2796	1483	1993	407	505	666	358	458	112	301	515	142
H041_1015	682	725	454	640	267	285	469	386	314	49	164	288	65
H041_1016	758	1555	737	1361	1058	721	1185	690	775	203	310	570	259
H041_1017	3389	5653	3029	4750	2604	1709	2460	2381	1688	474	1092	2099	789
H041_1018	163	163	88	175	89	53	85	80	37	10	35	70	32
H041_1019	4295	6412	2596	6249	3838	3511	4137	2989	2240	769	2331	3470	1113
H041_102	443	851	654	733	882	529	1259	731	412	147	361	636	217
H041_1020	1823	3466	1378	2797	1990	1552	2055	1728	1473	434	1450	2051	673
H041_1021	1391	3384	1170	3182	1491	1071	1597	1268	956	336	977	1800	489
H041_1022	3799	7409	2916	6942	2505	1904	2972	2744	1571	563	2044	4148	891
H041_1023	232	317	201	326	262	222	443	286	150	41	266	455	88
H041_1024	265	310	191	218	474	305	667	159	209	76	237	255	102
H041_1025	171	224	154	158	1311	479	1149	667	400	176	248	447	283
H041_1026	574	716	467	568	301	316	457	200	147	67	155	219	56
H041_1027	31	76	9	21	60	53	58	44	52	14	13	34	16
H041_1028	73	150	113	107	120	63	137	101	67	19	23	56	22
H041_1029	52	99	40	80	133	56	123	54	60	12	24	40	23
H041_103	4714	6485	3905	5629	2494	2626	3421	2340	1729	479	1972	2745	627
H041_1030	38	77	48	130	119	70	96	83	84	15	25	65	24
H041_1031	274	337	235	211	372	429	508	396	219	70	137	251	95
H041_1032	253	282	157	264	457	356	581	417	227	42	188	256	90
H041_1033	1297	3165	1328	2290	961	843	1354	928	860	159	454	781	299
H041_1034	15658	23923	15837	19038	6361	6836	10173	6222	5241	1274	4092	6118	2005
H041_1035	8971	11323	7005	9171	2018	2274	2880	2673	2332	325	1534	2381	640
H041_1036	8817	17019	7209	16634	6698	5668	7901	5739	4414	1371	5159	8995	2290
H041_1037	406	1187	390	1198	512	392	489	275	231	73	426	672	178
H041_1038	76	261	92	109	60	65	126	57	98	23	34	49	22
H041_1039	35	151	37	110	68	21	75	14	27	9	11	19	21
H041_104	3291	4858	2908	5071	2245	1533	2613	2072	1247	393	1170	1888	625
H041_1040	457	499	393	273	878	1066	1463	822	1154	150	429	577	225
H041_1041	201	221	289	131	155	226	581	82	234	29	75	82	37
H041_1042	4241	6585	4462	3407	6402	9210	12713	6457	7414	1147	4439	5778	1920
H041_1043	2572	2890	1706	2965	1464	1422	1921	1496	1145	366	926	1472	511
H041_1044	600	443	395	545	112	178	220	60	61	32	111	80	20
H041_1045	1025	638	445	683	345	455	523	372	137	71	283	414	77
H041_1046	1294	2015	951	1781	894	662	987	785	553	133	368	634	193
H041_1047	5259	9858	6395	9643	2292	2043	3524	2173	1865	613	1558	2596	938
H041_1048	3959	6781	4371	5787	1620	1205	2005	2615	1283	405	1008	2054	628
H041_1049	9392	17506	11147	16854	4661	3716	5608	6148	3944	1100	3589	6456	1768
H041_105	883	1183	710	1239	890	960	1347	1086	622	148	538	1101	263
H041_1050	36	129	51	62	48	32	82	22	37	14	27	45	25
H041_1051	9	14	13	8	4	7	16	4	2	4	5	1	1
H041_1052	9	30	13	12	19	13	36	15	14	1	6	8	4
H041_1053	75	200	107	97	115	72	170	104	83	18	18	46	20
H041_1054	34	109	40	89	100	46	104	78	60	18	20	29	27
H041_1055	13	17	10	32	4	5	7	8	3	0	3	4	3
H041_1056	14957	31380	13403	32251	4317	4381	7021	6018	6070	1566	5081	8106	2798
H041_1057	13889	26124	12358	25908	3138	3394	6337	5228	5399	1127	4150	6236	1881
H041_1058	551	1266	770	1070	416	533	1103	610	529	145	350	556	236
H041_1059	15098	34172	15729	23824	9106	7306	15660	11347	10926	2441	6743	11800	4103
H041_106	9883	36776	9493	36998	7108	6106	7989	4923	4322	1364	7990	13072	2240
H041_1060	15551	24493	13190	25439	5578	4865	6915	10577	7131	1630	4796	9108	2825
H041_1061	28417	60212	37183	51782	18491	11717	21699	23824	18707	5073	11954	23863	8918
H041_1062	23131	63071	30964	56879	7931	4337	7969	7249	7736	2729	6491	11653	5662
H041_1063	1398	2723	2039	2784	675	353	718	465	433	187	459	550	398
H041_1064	3945	5594	3596	5805	2813	1562	2969	2285	1749	777	1273	2386	1214
H041_1065	11072	29034	15577	22430	7083	5967	10784	6770	6050	1964	4863	8049	2847
H041_1066	442	1326	1208	1013	177	175	696	173	181	52	166	153	75
H041_1067	3673	5157	2841	4337	1276	1005	1942	868	1078	315	699	1136	548
H041_1068	7469	17462	9941	13046	3753	4832	8109	5392	4652	2113	4350	6471	2072
H041_1069	64301	140106	66281	95040	13558	21028	26247	23912	17880	7086	22533	37321	8388
H041_107	253	884	344	732	508	317	496	453	259	84	381	821	141
H041_1070	48933	60077	35243	66942	7201	12085	20706	14785	8773	4775	14229	25735	7553
H041_1071	2712	4687	2437	7016	1372	1478	3323	1381	1074	980	2699	4399	1736
H041_1072	672	755	353	594	96	132	204	99	77	197	302	371	151
H041_1073	184	608	220	359	166	181	233	162	158	30	89	133	32
H041_1074	3054	7990	3926	6598	1839	2106	2817	1755	1811	431	1609	2264	645
H041_1075	845	2143	1007	1977	511	565	770	643	514	119	478	820	171
H041_1076	533	863	413	891	323	299	389	212	249	63	211	385	107
H041_1077	207	496	235	322	383	337	454	252	259	79	246	362	100
H041_1078	9571	22358	7517	17076	3822	7530	9081	8001	6084	1486	6332	10049	2164
H041_1079	1024	2235	995	1561	960	616	1081	724	705	151	380	713	269
H041_108	680	2317	708	2190	1073	725	971	657	504	199	815	1225	375
H041_1080	279	346	257	421	151	171	334	93	101	47	93	106	51
H041_1081	451	315	289	279	262	198	315	178	110	51	114	141	60
H041_1082	258	223	106	131	210	163	254	109	88	20	90	127	28
H041_1083	93	212	259	152	92	125	256	69	52	22	63	76	12
H041_1084	2150	2931	1671	2751	1127	1187	1529	1417	701	278	778	1347	362
H041_1085	529	1505	924	920	399	488	830	441	370	83	307	543	115
H041_1086	398	596	521	390	55	82	166	26	30	28	50	52	35
H041_1087	9067	5421	3954	5605	2209	4086	4586	2854	1553	680	2980	3951	847
H041_1088	15692	21329	11318	20480	4418	5199	6136	6011	3728	1379	4603	7313	1881
H041_1089	1228	5159	2714	4216	182	308	539	236	237	79	360	541	112
H041_109	325	523	337	410	547	544	741	385	345	139	207	263	140
H041_1090	127	350	180	290	34	38	83	21	51	7	42	38	18
H041_1091	1094	2203	1066	1236	1071	1213	1774	980	737	331	763	1239	322
H041_1092	41765	61353	24407	46918	179	173	166	496	884	44	1381	4339	66
H041_1093	2133	8422	1863	4916	199	213	245	202	222	33	207	508	71
H041_1094	390	562	381	186	75	86	261	52	70	34	122	130	37
H041_1095	10846	24296	9736	27635	16186	20429	23099	16949	15888	3559	12624	19744	4847
H041_1096	1579	4283	2007	3374	947	959	1683	826	1058	208	729	1153	297
H041_1097	7103	12460	5571	9933	4208	3738	6417	3376	3651	1036	2715	4137	1536
H041_1098	4421	11375	5075	9937	2059	1872	3011	1891	1935	507	1883	2834	714
H041_1099	626	1062	748	574	793	1113	1726	1012	942	138	656	1034	265
H041_11	510	1329	559	670	622	778	1056	972	638	102	484	876	143
H041_110	716	1160	1173	713	628	826	1232	666	395	159	547	723	169
H041_1100	11570	8586	8907	5988	9480	9281	14547	11502	7142	2104	4848	8771	2898
H041_1101	37584	25471	25647	17758	31524	26351	46612	22786	21144	6114	9865	13534	8319
H041_1102	1289	1832	1055	1598	478	510	594	339	305	129	416	584	113
H041_1103	1053	2189	1224	1476	393	559	792	385	382	70	391	491	96
H041_1104	883	2521	1059	1165	503	1186	2078	976	964	135	734	1064	130
H041_1105	506	1998	570	1981	420	336	442	327	307	77	301	560	171
H041_1106	5544	10910	5141	10316	2014	3325	4575	2889	2677	561	2728	4473	891
H041_1107	1279	2352	960	1804	117	134	173	99	168	55	157	178	58
H041_1108	7041	13561	7588	6773	45076	28341	48410	31435	35211	5713	9316	15567	10153
H041_1109	6985	19028	7028	16224	1365	1762	2618	2027	1765	554	2854	4476	900
H041_111	1313	1784	1356	1248	966	1629	2592	1357	823	189	863	1305	281
H041_1110	580	1944	765	1797	125	129	278	71	104	49	192	198	55
H041_1111	675	2595	904	1389	388	355	505	337	331	82	247	427	100
H041_1112	994	4542	2946	2369	832	1115	1537	943	631	183	740	1250	280
H041_1113	12	39	16	12	13	8	14	7	4	2	4	12	0
H041_1114	19	79	18	55	17	10	24	16	13	4	11	27	3
H041_1115	155	448	200	323	26	46	36	16	17	7	42	59	11
H041_1116	10117	30478	10073	24847	2135	2323	2645	1433	1589	682	2768	3361	1045
H041_1119	0	0	0	0	0	0	0	0	0	0	0	0	0
H041_112	897	638	614	784	658	1473	2044	761	320	104	610	746	128
H041_1123	1605	2383	24314	546	3161	1511	18755	1749	566	413	2345	3640	474
H041_1124	3628	11390	3785	5464	8244	5276	8916	6288	7187	1374	3080	5239	2210
H041_1125	12488	27856	10463	19708	11184	8792	13195	9347	9047	2179	6747	11421	3395
H041_1126	844	1329	959	1846	529	239	768	149	270	102	188	198	157
H041_1127	5014	9387	4275	5561	3751	4301	6037	2769	3468	561	2605	3067	883
H041_1128	2408	4524	2056	4194	1091	1207	1432	972	859	266	878	1287	317
H041_1129	405	1700	1061	1109	409	903	1275	455	461	71	465	507	79
H041_113	1960	2357	1479	2391	974	1296	1985	1349	661	246	679	1212	320
H041_1130	6233	4647	4285	3757	4047	4278	6415	4913	3064	866	2754	4486	1268
H041_1131	27	62	25	31	15	24	26	19	13	8	17	39	12
H041_1132	118	244	95	152	98	88	171	33	50	47	76	85	94
H041_1133	396	887	261	656	217	160	307	71	96	116	246	424	184
H041_1134	2252	3373	1143	2313	405	442	1048	274	336	301	638	842	338
H041_1135	70	191	76	112	116	92	104	86	71	14	35	48	23
H041_1136	4897	11070	2870	10572	745	496	886	425	652	331	768	988	700
H041_1137	2123	4261	1946	3934	2767	1878	3195	1861	1743	529	943	1573	634
H041_1138	2720	3599	2111	3375	2138	1934	2517	1805	1164	439	1368	2204	559
H041_1139	882	1480	857	1507	741	587	1283	374	330	186	461	641	179
H041_114	1855	1291	658	1282	722	970	1234	766	506	133	645	995	221
H041_1140	581	1020	546	1056	875	817	1481	823	524	187	572	934	271
H041_1141	879	1653	674	1546	644	798	1087	560	395	154	634	789	204
H041_1142	534	984	470	886	283	258	451	228	123	68	166	277	47
H041_1143	8073	16668	7503	14811	3241	3214	4594	3533	1926	1126	3370	6226	1446
H041_1144	15	39	10	17	15	22	8	19	16	9	19	35	3
H041_1145	16746	32671	15197	33334	4310	5790	5681	4647	3775	741	3948	5862	1617
H041_1147	3267	3792	2381	3939	770	847	1071	865	717	231	707	1213	352
H041_1148	2174	3463	2085	3173	1248	1154	1844	1042	1205	264	705	1095	411
H041_1149	2896	2790	1906	2942	1377	1305	1771	1072	705	223	829	1199	319
H041_115	1279	1302	791	950	1022	982	1099	1156	622	121	530	1029	238
H041_1150	3958	6727	2729	8211	2583	4062	3579	2934	2852	659	2527	3638	878
H041_1151	3868	4577	3001	4226	1515	1635	2024	1864	944	349	1427	2417	499
H041_1152	3336	8598	3372	6464	2409	2514	3836	2125	1840	511	1473	2189	777
H041_1153	7958	15106	7486	13704	2253	2720	3811	3052	2744	720	2875	4411	1125
H041_1154	13784	33370	15207	28455	13466	10409	17596	11150	11802	2708	6797	10365	4309
H041_1155	1614	1636	1179	1047	2071	1597	2289	1798	1410	332	787	1426	536
H041_1156	361	420	291	390	648	420	647	458	377	107	276	442	198
H041_1157	1371	2307	1281	1916	1607	1159	1807	1364	1108	341	784	1404	458
H041_1158	1508	3538	1959	2170	1978	1822	3359	1890	1680	358	1005	1675	549
H041_1159	4800	9388	5315	8267	2834	2428	3849	2641	2129	716	1758	2867	974
H041_116	266	558	237	444	396	296	411	217	227	87	172	285	110
H041_1160	937	1640	1228	1252	383	683	920	506	392	79	420	601	136
H041_1161	1775	3612	1945	2670	1168	1222	1765	1152	906	280	610	1048	293
H041_1162	2578	4233	2056	3048	2686	2831	3963	2138	1935	538	1741	2524	644
H041_1163	6128	13294	6739	8434	7927	6817	11843	8912	5948	1331	3189	5977	1823
H041_1164	1065	2594	1058	1393	3497	2101	4507	3065	2698	550	1341	2711	792
H041_1165	973	3172	1567	2038	2476	2234	4918	1924	1929	370	1303	1961	562
H041_1166	141	350	79	210	302	272	250	173	267	49	123	158	59
H041_1167	2323	6075	2490	4507	1465	1890	2331	1344	1178	279	1133	1491	604
H041_1168	1250	3105	1289	2805	1884	1973	2575	1488	1158	320	954	1626	469
H041_1169	857	1968	870	1278	1695	1447	1969	1771	1081	260	706	1380	450
H041_117	1539	3823	1199	2211	1179	929	1273	949	911	216	702	898	295
H041_1170	1155	1869	960	1302	995	912	1282	601	493	166	470	740	247
H041_1171	721	1246	598	966	1091	1012	1110	596	511	193	438	661	203
H041_1173	676	1663	620	1436	969	1189	1344	840	915	175	842	1250	332
H041_1174	1576	2592	1166	2097	997	820	918	636	751	170	744	1062	291
H041_1175	2943	2751	1878	2238	1922	2611	3183	1863	1805	540	1295	1925	838
H041_1176	399	1239	671	699	414	491	706	394	410	60	402	555	97
H041_1177	160	526	295	364	111	59	178	141	99	36	76	171	57
H041_1178	1017	2648	1573	2100	333	628	914	560	478	102	564	863	103
H041_1179	15	43	18	36	27	35	30	23	30	8	15	14	12
H041_118	3776	5299	2822	6440	502	617	691	466	464	207	663	983	355
H041_1180	68102	170204	61576	168586	7596	9872	11058	9178	9046	4145	17831	28893	9165
H041_1181	268	563	453	516	240	281	403	145	231	46	138	215	62
H041_1182	750	1317	561	1693	47	76	65	34	37	25	73	79	101
H041_1183	31393	38358	19516	31230	18161	17808	27022	20695	17869	3828	10680	17318	6117
H041_1184	34046	77222	38235	61868	36214	36229	58441	43991	36832	8362	26179	45976	11899
H041_1185	11435	23823	14121	18357	10252	10065	14625	10117	9510	2152	7052	13112	3164
H041_1186	37	51	28	53	32	22	33	23	24	5	17	14	1
H041_1187	126	362	90	124	33	50	35	48	30	15	60	50	20
H041_1188	3694	9395	3690	7225	5961	3286	7961	2684	4251	977	1173	1615	1558
H041_1189	1780	3234	1531	2655	569	790	915	748	538	193	708	1207	209
H041_119	13938	19324	10143	14951	7869	7556	11557	4878	7716	1195	2898	4037	2206
H041_1190	1414	3722	1701	2840	321	374	593	392	430	79	429	751	122
H041_1191	25516	54734	24830	45226	4136	6242	8934	5865	6308	1031	6861	10812	1775
H041_1192	98	230	221	137	12	9	73	17	26	1	12	18	5
H041_1193	8664	20770	10543	14497	1433	1762	3399	1995	1879	381	1823	3129	675
H041_1194	43235	97047	48810	83164	3146	6567	9202	6652	6041	1394	6373	10911	1978
H041_1195	35	95	45	21	18	11	43	13	3	1	17	34	6
H041_1196	1794	2774	1438	2247	955	1115	1500	1168	974	254	558	1005	362
H041_1197	2709	5109	2181	6995	725	843	1130	617	776	223	677	1036	366
H041_1198	1525	4206	1352	2927	566	400	1072	241	343	299	723	924	514
H041_1199	4213	9101	3005	7831	980	679	1591	414	713	584	1260	1779	979
H041_12	1185	2851	991	1132	799	703	1199	788	752	129	450	733	154
H041_120	3294	6612	3488	4028	5314	6999	9636	4857	6645	698	2571	4262	1301
H041_1200	5256	9764	3101	7778	1830	1113	2237	803	1184	700	1404	1735	1089
H041_1201	1966	3926	1613	3460	1316	1295	2060	905	1132	299	819	1127	461
H041_1202	1602	4208	1535	3257	807	731	1030	512	697	188	494	584	314
H041_1203	6945	10114	5103	9406	1876	1808	2438	1434	1272	402	1227	1929	597
H041_1204	855	2552	728	1624	778	795	971	875	865	147	488	709	261
H041_1205	146	360	252	205	100	121	173	150	108	35	118	292	56
H041_1206	8	12	5	10	13	16	20	11	3	2	2	3	2
H041_1207	13	36	19	14	73	42	36	42	14	8	3	13	10
H041_1208	49	83	54	44	60	36	54	42	49	19	42	68	11
H041_1209	3438	7027	4365	6839	898	1210	1840	940	1107	450	1391	1879	698
H041_1210	379	822	454	765	68	112	177	67	81	23	143	158	36
H041_1211	1356	3736	1377	3226	1944	1291	2152	2230	1369	365	690	1491	476
H041_1212	758	2818	1398	2205	1680	1056	2439	824	1204	237	462	752	427
H041_1213	3878	9269	3204	7865	1733	1427	1872	1020	1883	382	1003	1181	580
H041_1214	8508	31710	6595	14695	9846	9403	14839	5663	12506	2235	8121	9578	3088
H041_1215	999	3503	1484	1356	3207	3834	7172	2862	2760	395	2329	3562	700
H041_1216	2404	4919	1995	3136	607	818	1284	496	513	249	999	1235	312
H041_1217	1498	1937	1089	1991	410	472	566	399	263	103	370	500	146
H041_1218	3362	9078	3683	5959	1260	1583	1981	1220	994	416	1312	2084	550
H041_1219	1493	887	1115	1003	833	916	1491	622	732	304	414	606	462
H041_122	1381	2373	1365	2347	1239	1107	1541	961	917	271	795	1155	402
H041_1220	2261	2038	1983	2965	832	1566	2399	657	839	349	625	620	595
H041_1221	769	1751	876	1185	857	714	790	605	460	134	333	454	191
H041_1222	655	1000	626	854	991	709	872	718	561	162	292	483	227
H041_1223	5616	12647	9591	11970	4673	4148	14441	2736	4051	1109	2318	2755	1792
H041_1224	212	499	334	313	144	133	408	41	144	55	75	43	70
H041_1225	7243	15064	6299	16086	3031	2816	3962	2659	2770	664	2411	4019	1195
H041_1226	6431	13619	8929	14441	5007	4448	16583	2026	4857	1162	2514	2573	2038
H041_1227	10325	21808	10735	17379	10539	10106	20550	11586	10773	2306	7267	11256	4333
H041_1228	6890	15879	6991	10843	5431	6172	8986	5120	4908	1071	3900	5427	1411
H041_1229	702	2422	1300	1450	971	1575	2259	1483	1145	172	951	1685	229
H041_123	2275	4497	2626	3821	1753	1315	2543	1906	1124	321	1026	1941	547
H041_1231	25038	64357	35803	44159	9717	18534	22992	15503	13647	3184	14306	22483	4277
H041_1232	173	256	256	256	252	115	384	156	165	45	75	121	80
H041_1233	689	1091	860	876	995	790	1412	928	772	224	489	831	292
H041_1234	2790	4220	2906	3749	3270	3203	4090	3169	2739	609	2139	3404	829
H041_1235	20122	38147	19880	34954	11954	9736	14198	10124	9775	2381	7841	12235	3806
H041_1236	2568	5145	2740	3530	2292	1464	2242	1609	1430	476	864	1516	669
H041_1237	15031	25516	12787	24618	6169	5512	8034	6108	5536	1673	5125	7961	2869
H041_1238	16149	21907	9318	22413	6123	6502	7126	6996	6004	1471	5276	8689	2597
H041_1239	11142	25743	8248	28294	2878	3073	4834	3492	3299	1274	4406	7240	2399
H041_124	421	807	547	893	325	291	586	178	150	55	217	192	91
H041_1240	1462	2169	1643	2269	657	637	1050	557	570	196	369	514	218
H041_1241	3762	7670	3560	6472	1982	1766	2516	1974	1773	490	1292	1946	678
H041_1242	8442	32478	7359	29634	1241	1547	1775	1515	1917	463	2107	2823	669
H041_1243	9958	16961	6585	12322	9642	7004	8754	7567	4590	1698	3420	6296	1760
H041_1244	1753	1487	943	866	2459	2204	3267	1130	2021	227	924	954	379
H041_1245	1848	2898	3294	2699	1385	648	3339	416	782	246	304	335	330
H041_1246	476	850	873	697	570	348	1315	363	359	105	192	275	179
H041_1247	29921	47233	20050	43232	14984	13169	19341	14984	14259	3622	7187	10527	5154
H041_1248	8151	17643	8048	14418	10108	10114	16372	8573	9727	2234	4532	5911	2310
H041_1249	1220	2415	1354	1706	3308	2812	4766	2793	2673	532	978	1606	795
H041_125	3577	6098	2896	4736	1536	1105	1959	1176	1331	325	769	1039	451
H041_1250	930	1385	681	765	530	772	1589	264	294	65	300	181	71
H041_1251	2259	5356	1496	4602	2687	2844	2524	1783	1858	334	1367	1908	460
H041_1252	2209	5450	1912	5320	1398	2165	2469	785	1460	282	1501	1312	428
H041_1253	215	459	241	398	148	85	130	67	77	41	63	112	34
H041_1254	0	0	0	0	0	0	0	0	0	0	0	0	0
H041_1255	261	504	316	398	81	85	149	81	107	19	86	93	20
H041_1256	99	114	76	82	50	84	106	50	65	6	30	35	17
H041_1257	149	216	194	175	135	96	130	84	58	18	48	64	19
H041_1258	53	91	32	54	48	25	23	20	24	9	10	22	5
H041_1259	7	20	7	19	17	4	3	11	11	1	6	1	2
H041_126	1807	4745	2441	3791	2137	1800	3260	1461	1688	412	1123	1690	492
H041_1260	0	0	0	0	0	0	0	0	0	0	0	0	0
H041_1261	0	0	0	0	0	0	0	0	0	0	0	0	0
H041_1262	0	0	0	0	0	0	0	0	0	0	0	0	0
H041_1263	5	22	4	22	8	13	11	9	7	2	9	12	1
H041_1264	3487	3940	2174	3738	2207	2172	2924	2881	1496	535	1443	2540	602
H041_1265	2888	5149	2501	4763	2048	1559	2511	1921	1667	437	1130	2002	576
H041_1266	1527	3295	832	2043	1009	1023	1234	993	1022	166	731	1049	269
H041_1267	2244	2078	1041	2056	649	636	789	561	422	128	535	671	183
H041_1268	714	1286	911	1354	543	557	623	632	349	152	350	650	192
H041_1269	114	221	112	114	136	90	113	88	61	19	52	94	16
H041_127	11	17	14	13	2	1	4	1	4	1	2	0	0
H041_1270	1850	1927	1764	1745	483	372	570	508	239	165	376	593	180
H041_1271	595	1049	551	966	234	216	337	265	122	90	121	201	91
H041_1272	648	1296	730	960	174	167	291	97	78	48	74	82	42
H041_1273	74	164	173	161	86	49	172	51	38	16	31	58	31
H041_1274	627	1277	614	1245	459	377	544	220	325	125	208	284	134
H041_1275	3535	6511	6620	7042	461	1475	1448	742	895	128	2283	2192	132
H041_1276	8095	10356	6452	7111	5230	5575	7841	6712	4057	808	2831	5004	1097
H041_1277	2206	861	630	891	386	517	692	531	314	137	353	520	180
H041_1278	185	292	190	213	92	134	148	98	83	14	73	91	24
H041_1279	138	254	120	237	91	69	78	49	58	18	46	66	17
H041_128	24783	58321	26204	56988	9550	10022	13841	9678	8618	2613	11241	16489	3544
H041_1280	10238	25710	9154	21192	12334	8621	12445	11740	6752	2240	7378	13688	3482
H041_1281	11576	53524	10507	51980	855	1697	1673	1270	1569	559	6103	8428	1151
H041_1282	131	411	121	315	131	86	170	115	90	24	85	133	44
H041_1283	23	57	41	45	26	22	52	13	18	5	13	19	11
H041_1284	63	158	61	88	42	52	77	48	53	10	37	55	12
H041_1285	0	0	0	0	0	0	0	0	0	0	0	0	0
H041_1289	41	12	1146	5	1	0	24	0	0	1	1	0	0
H041_129	1083	1719	1094	1562	946	891	1229	1038	651	137	507	956	193
H041_1292	208	1219	141	1011	72	108	79	158	161	41	199	335	56
H041_1293	132	256	108	375	38	56	76	36	28	13	31	41	11
H041_1294	10398	21817	13961	14757	4033	6452	8078	4774	5032	1227	5255	7312	1704
H041_1295	14208	36352	15822	26000	3469	4071	6538	3100	3954	1348	3677	5299	2462
H041_1296	395	780	278	900	437	275	273	243	211	69	203	349	124
H041_1297	600	1082	527	1084	547	317	513	493	267	118	276	472	173
H041_1298	909	1316	755	1109	673	440	635	469	300	149	328	531	200
H041_1299	2948	5581	2755	4749	1253	1146	1407	888	974	304	781	1014	415
H041_13	1240	3014	1566	3364	804	737	1359	410	504	209	662	714	313
H041_130	1092	2740	1675	2335	1699	1494	2515	1401	1237	169	774	1363	312
H041_1300	2514	2259	1639	2151	864	778	938	871	471	246	691	1084	389
H041_1301	2435	4357	1734	3427	901	768	924	798	957	224	570	1002	380
H041_1302	1183	2577	1020	1699	505	458	684	538	630	141	404	692	198
H041_1303	1844	4115	1583	3169	908	894	1120	926	1055	186	897	1432	406
H041_1304	13502	40014	17684	41979	3382	7128	8856	5108	5647	1032	5099	6500	1386
H041_1305	3279	6850	3251	7166	2054	2091	2906	1679	1633	524	1377	1945	723
H041_1306	185	337	204	365	297	197	305	148	186	55	98	190	69
H041_1307	486	952	387	812	782	1058	1048	594	688	173	580	805	278
H041_1308	1210	2061	1060	1781	1782	1689	1900	1163	1138	312	966	1469	424
H041_1309	10	15	25	13	18	46	37	11	18	0	10	19	6
H041_131	1160	1950	991	2178	396	439	608	276	276	135	349	381	130
H041_1310	20314	23188	9837	19958	4936	4145	4765	5008	3634	1040	2606	3946	1119
H041_1311	1152	2006	748	1304	318	319	409	239	334	70	195	254	106
H041_1312	149	248	151	165	60	56	66	74	80	14	32	73	24
H041_1313	0	0	0	0	0	0	0	0	0	0	0	0	0
H041_1314	51	61	39	32	48	37	67	59	36	17	20	42	15
H041_1315	0	0	0	0	0	0	0	0	0	0	0	0	0
H041_1316	8	4	2	6	6	2	1	0	0	1	4	0	0
H041_1317	0	0	0	0	0	0	0	0	0	0	0	0	0
H041_1318	0	0	0	0	0	0	0	0	0	0	0	0	0
H041_1319	56	17	14	25	7	3	13	2	5	0	5	2	1
H041_132	11921	14322	8147	14574	4428	4681	6448	3927	2865	1025	3092	4980	1359
H041_1320	132	231	153	138	149	96	289	76	81	33	36	74	39
H041_1321	3	5	2	2	0	0	0	0	0	0	0	0	0
H041_1322	0	0	0	0	0	0	0	0	0	0	0	0	0
H041_1323	0	0	0	0	0	0	0	0	0	0	0	0	0
H041_1324	0	0	1	0	0	0	0	0	0	0	1	0	0
H041_1325	1	1	6	5	0	1	0	0	0	0	2	0	1
H041_1326	8994	21234	9111	21636	1817	2937	3550	2311	1812	850	3572	5043	1411
H041_1327	2004	7873	2163	6753	569	511	727	705	569	170	593	1006	227
H041_1328	17973	32148	12495	30713	1048	1623	1924	1350	1608	433	2212	2721	714
H041_1329	1218	2622	978	1854	1325	1133	1625	1083	967	179	659	986	273
H041_133	5698	4087	3622	3452	2586	3092	3965	2860	1377	697	1884	3108	793
H041_1330	1327	1648	795	1263	710	675	862	751	365	159	383	581	190
H041_1331	2781	2562	1661	2727	1543	1526	2113	1655	919	346	883	1464	400
H041_1332	9043	12801	7906	12182	3440	3632	5055	3896	2349	897	2792	4319	1229
H041_1333	2414	3834	1634	4088	714	701	856	738	523	231	920	1511	319
H041_1334	4177	9401	4277	6332	2351	2657	3608	2208	2227	501	1643	2347	781
H041_1335	495	809	570	571	352	402	650	305	256	73	235	394	95
H041_1336	2434	6391	2808	5447	692	1092	1444	763	766	201	866	1187	381
H041_1337	439	989	603	797	219	248	439	245	225	83	212	305	92
H041_1338	935	1792	1239	1120	580	581	805	368	447	153	402	575	201
H041_1339	1430	2951	1766	2628	408	736	1098	673	470	106	657	871	158
